container,entry,has_cyrillic,has_ru_ru_path,hint_match,sample
cobblemon-extra\mods\artifacts-fabric-13.2.0.jar,overlay_remove_slot_restrictions/data/trinkets/tags/item/chest/necklace.json,False,False,True,"{ ""values"": [] }"
cobblemon-extra\mods\artifacts-fabric-13.2.0.jar,overlay_remove_slot_restrictions/data/trinkets/tags/item/feet/shoes.json,False,False,True,"{ ""values"": [] }"
cobblemon-extra\mods\artifacts-fabric-13.2.0.jar,overlay_remove_slot_restrictions/data/trinkets/tags/item/hand/glove.json,False,False,True,"{ ""values"": [] }"
cobblemon-extra\mods\artifacts-fabric-13.2.0.jar,overlay_remove_slot_restrictions/data/trinkets/tags/item/head/face.json,False,False,True,"{ ""values"": [] }"
cobblemon-extra\mods\artifacts-fabric-13.2.0.jar,overlay_remove_slot_restrictions/data/trinkets/tags/item/head/hat.json,False,False,True,"{ ""values"": [] }"
cobblemon-extra\mods\artifacts-fabric-13.2.0.jar,overlay_remove_slot_restrictions/data/trinkets/tags/item/legs/belt.json,False,False,True,"{ ""values"": [] }"
cobblemon-extra\mods\artifacts-fabric-13.2.0.jar,overlay_remove_slot_restrictions/data/trinkets/tags/item/offhand/glove.json,False,False,True,"{ ""values"": [] }"
cobblemon-extra\mods\balm-fabric-1.21.1-21.0.56.jar,assets/balm/lang/en_us.json,False,False,True,"{ ""tag.item.c.dyes.black"": ""Black Dyes"", ""tag.item.c.dyes.blue"": ""Blue Dyes"", ""tag.item.c.dyes.brown"": ""Brown Dyes"", ""tag.item.c.dyes.cyan"": ""Cyan Dyes"", ""tag.item.c.dyes.gray"": ""Gray Dyes"", ""tag.item.c.dyes.green"": ""Green Dyes"", ""tag.item.c.dyes.light_blue"": "
cobblemon-extra\mods\balm-fabric-1.21.1-21.0.56.jar,assets/balm/lang/es_ar.json,False,False,True,"{ ""tag.item.c.dyes.black"": ""Tintes negros"", ""tag.item.c.dyes.blue"": ""Tintes azules"", ""tag.item.c.dyes.brown"": ""Tintes marrones"", ""tag.item.c.dyes.cyan"": ""Tintes cian"", ""tag.item.c.dyes.gray"": ""Tintes grises"", ""tag.item.c.dyes.green"": ""Tintes verdes"", ""tag.item"
cobblemon-extra\mods\balm-fabric-1.21.1-21.0.56.jar,assets/balm/lang/es_mx.json,False,False,True,"{ ""tag.item.balm.black_dyes"": ""Tintes negros"", ""tag.item.balm.blue_dyes"": ""Tintes azules"", ""tag.item.balm.brown_dyes"": ""Tintes marrones"", ""tag.item.balm.cyan_dyes"": ""Tintes cian"", ""tag.item.balm.gray_dyes"": ""Tintes grises"", ""tag.item.balm.green_dyes"": ""Tintes "
cobblemon-extra\mods\balm-fabric-1.21.1-21.0.56.jar,assets/balm/lang/it_it.json,False,False,True,"{ ""tag.item.balm.black_dyes"": ""Coloranti neri"", ""tag.item.balm.blue_dyes"": ""Coloranti blu"", ""tag.item.balm.brown_dyes"": ""Coloranti marroni"", ""tag.item.balm.cyan_dyes"": ""Coloranti ciani"", ""tag.item.balm.gray_dyes"": ""Coloranti grigi"", ""tag.item.balm.green_dyes"":"
cobblemon-extra\mods\balm-fabric-1.21.1-21.0.56.jar,assets/balm/lang/pt_br.json,False,False,True,"{ ""tag.item.c.dyes.black"": ""Corantes Pretos"", ""tag.item.c.dyes.blue"": ""Corantes Azuis"", ""tag.item.c.dyes.brown"": ""Corantes Marrons"", ""tag.item.c.dyes.cyan"": ""Corantes Ciano"", ""tag.item.c.dyes.gray"": ""Corantes Cinza"", ""tag.item.c.dyes.green"": ""Corantes Verdes"","
cobblemon-extra\mods\balm-fabric-1.21.1-21.0.56.jar,assets/balm/lang/tr_tr.json,False,False,True,"{ ""tag.item.c.dyes.black"": ""Siyah Boyalar"", ""tag.item.c.dyes.blue"": ""Mavi Boyalar"", ""tag.item.c.dyes.brown"": ""Kahverengi Boyalar"", ""tag.item.c.dyes.cyan"": ""Camgöbeği Boyalar"", ""tag.item.c.dyes.gray"": ""Gri Boyalar"", ""tag.item.c.dyes.green"": ""Yeşil Boyalar"", ""ta"
cobblemon-extra\mods\beautify-2.0.0%2B1.21.1.jar,assets/beautify/lang/en_us.json,False,False,True,"{ ""itemGroup.beautify.group"": ""Beautify"", ""block.beautify.rope"": ""Rope"", ""block.beautify.hanging_pot"": ""Hanging Pot"", ""block.beautify.bookstack"": ""Bookstack"", ""block.beautify.oak_picture_frame"": ""Oak Picture Frame"", ""block.beautify.birch_picture_frame"": ""Birch"
cobblemon-extra\mods\beautify-2.0.0%2B1.21.1.jar,assets/beautify/lang/es_mx.json,False,False,True," { ""itemGroup.beautify.group"": ""Beautify"", ""block.beautify.rope"": ""Cuerda"", ""block.beautify.hanging_pot"": ""Maceta colgante"", ""block.beautify.bookstack"": ""Pila de libros"", ""block.beautify.oak_picture_frame"": ""Marco de roble"", ""block.beautify.birch_picture_frame"
cobblemon-extra\mods\beautify-2.0.0%2B1.21.1.jar,assets/beautify/lang/it_it.json,False,False,True,"{ ""itemGroup.beautify.group"": ""Beautify"", ""block.beautify.rope"": ""Corda"", ""block.beautify.hanging_pot"": ""Vaso pendente"", ""block.beautify.bookstack"": ""Pila di libri"", ""block.beautify.oak_picture_frame"": ""Portafoto di quercia"", ""block.beautify.birch_picture_fram"
cobblemon-extra\mods\beautify-2.0.0%2B1.21.1.jar,assets/beautify/lang/ko_kr.json,False,False,True,"{ ""itemGroup.beautify.group"": ""Beautify"", ""block.beautify.rope"": ""로프"", ""block.beautify.hanging_pot"": ""걸이 화분"", ""block.beautify.bookstack"": ""책 더미"", ""block.beautify.oak_picture_frame"": ""참나무 액자"", ""block.beautify.birch_picture_frame"": ""자작나무 액자"", ""block.beautify.spr"
cobblemon-extra\mods\beautify-2.0.0%2B1.21.1.jar,assets/beautify/lang/ru_ru.json,True,True,True,"{ ""itemGroup.beautify.group"": ""Beautify"", ""block.beautify.rope"": ""Канат"", ""block.beautify.hanging_pot"": ""Висячий горшок"", ""block.beautify.bookstack"": ""Стопка книг"", ""block.beautify.oak_picture_frame"": ""Дубовая рамка для картин"", ""block.beautify.birch_picture_f"
cobblemon-extra\mods\beautify-2.0.0%2B1.21.1.jar,assets/beautify/lang/zh_cn.json,False,False,True,"{ ""itemGroup.beautify.group"": ""美化！"", ""block.beautify.rope"": ""绳索"", ""block.beautify.hanging_pot"": ""悬挂花盆"", ""block.beautify.bookstack"": ""书堆"", ""block.beautify.oak_picture_frame"": ""橡木画框"", ""block.beautify.birch_picture_frame"": ""白桦木画框"", ""block.beautify.spruce_picture_"
cobblemon-extra\mods\BetterF3-11.0.3-Fabric-1.21.1.jar,assets/betterf3/lang/af_za.json,False,False,True,"{ ""format.betterf3.default_format"": ""%s: %s"", ""format.betterf3.default_no_colon"": ""%s %s"", ""format.betterf3.total"": ""%s %s/%s: %s/%s"", ""format.betterf3.coords"": ""%s: %s %s %s"", ""format.betterf3.server_tick"": ""%s at %.0f ms ticks"", ""format.betterf3.no_format"": "
cobblemon-extra\mods\BetterF3-11.0.3-Fabric-1.21.1.jar,assets/betterf3/lang/ar_sa.json,False,False,True,"{ ""format.betterf3.default_format"": ""%s: %s"", ""format.betterf3.default_no_colon"": ""%s %s"", ""format.betterf3.total"": ""%s %s/%s: %s/%s"", ""format.betterf3.coords"": ""%s: %s %s %s"", ""format.betterf3.server_tick"": ""%s في %.0f مللي ثانية"", ""format.betterf3.no_format"""
cobblemon-extra\mods\BetterF3-11.0.3-Fabric-1.21.1.jar,assets/betterf3/lang/ast_es.json,False,False,True,"{ ""format.betterf3.default_format"": ""%s: %s"", ""format.betterf3.default_no_colon"": ""%s %s"", ""format.betterf3.total"": ""%s %s/%s: %s/%s"", ""format.betterf3.coords"": ""%s: %s %s %s"", ""format.betterf3.server_tick"": ""%s at %.0f ms ticks"", ""format.betterf3.no_format"": "
cobblemon-extra\mods\BetterF3-11.0.3-Fabric-1.21.1.jar,assets/betterf3/lang/az_az.json,False,False,True,"{ ""format.betterf3.default_format"": ""%s: %s"", ""format.betterf3.default_no_colon"": ""%s %s"", ""format.betterf3.total"": ""%s %s/%s: %s/%s"", ""format.betterf3.coords"": ""%s: %s %s %s"", ""format.betterf3.server_tick"": ""%s at %.0f ms ticks"", ""format.betterf3.no_format"": "
cobblemon-extra\mods\BetterF3-11.0.3-Fabric-1.21.1.jar,assets/betterf3/lang/ba_ru.json,False,False,True,"{ ""format.betterf3.default_format"": ""%s: %s"", ""format.betterf3.default_no_colon"": ""%s %s"", ""format.betterf3.total"": ""%s %s/%s: %s/%s"", ""format.betterf3.coords"": ""%s: %s %s %s"", ""format.betterf3.server_tick"": ""%s at %.0f ms ticks"", ""format.betterf3.no_format"": "
cobblemon-extra\mods\BetterF3-11.0.3-Fabric-1.21.1.jar,assets/betterf3/lang/be_by.json,True,False,True,"s"", ""format.betterf3.fps"": ""%s FPS / %s FPS %s"", ""format.betterf3.chunklight"": ""Усяго: %s Неба: %s Блок: %s"", ""format.betterf3.chunklight_server"": ""Неба: %s Блок: %s"", ""format.betterf3.rotation"": ""Паварот: %s Нахіл: %s"", ""config.betterf3.title"": ""BetterF3"", ""c"
cobblemon-extra\mods\BetterF3-11.0.3-Fabric-1.21.1.jar,assets/betterf3/lang/bg.json,True,False,True,""", ""format.betterf3.coords"": ""%s: %s %s %s"", ""format.betterf3.server_tick"": ""%s на %.0f ms ticks"", ""format.betterf3.no_format"": ""%s"", ""format.betterf3.fps"": ""%s fps / %s fps %s"", ""format.betterf3.chunklight"": ""Общо: %s Небе: %s Блок: %s"", ""format.betterf3.chun"
cobblemon-extra\mods\BetterF3-11.0.3-Fabric-1.21.1.jar,assets/betterf3/lang/bn.json,False,False,True,"{ ""format.betterf3.default_format"": ""%s: %s"", ""format.betterf3.default_no_colon"": ""%s %s"", ""format.betterf3.total"": ""%s %s/%s: %s/%s"", ""format.betterf3.coords"": ""%s: %s %s %s"", ""format.betterf3.server_tick"": ""%s at %.0f ms ticks"", ""format.betterf3.no_format"": "
cobblemon-extra\mods\BetterF3-11.0.3-Fabric-1.21.1.jar,assets/betterf3/lang/br.json,False,False,True,"{ ""format.betterf3.default_format"": ""%s: %s"", ""format.betterf3.default_no_colon"": ""%s %s"", ""format.betterf3.total"": ""%s %s/%s: %s/%s"", ""format.betterf3.coords"": ""%s: %s %s %s"", ""format.betterf3.server_tick"": ""%s at %.0f ms ticks"", ""format.betterf3.no_format"": "
cobblemon-extra\mods\BetterF3-11.0.3-Fabric-1.21.1.jar,assets/betterf3/lang/bs.json,False,False,True,"{ ""format.betterf3.default_format"": ""%s: %s"", ""format.betterf3.default_no_colon"": ""%s %s"", ""format.betterf3.total"": ""%s %s/%s: %s/%s"", ""format.betterf3.coords"": ""%s: %s %s %s"", ""format.betterf3.server_tick"": ""%s at %.0f ms ticks"", ""format.betterf3.no_format"": "
cobblemon-extra\mods\BetterF3-11.0.3-Fabric-1.21.1.jar,assets/betterf3/lang/ca_es.json,False,False,True,"{ ""format.betterf3.default_format"": ""%s: %s"", ""format.betterf3.default_no_colon"": ""%s %s"", ""format.betterf3.total"": ""%s %s/%s: %s/%s"", ""format.betterf3.coords"": ""%s: %s %s %s"", ""format.betterf3.server_tick"": ""%s a %.0f tics ms"", ""format.betterf3.no_format"": ""%"
cobblemon-extra\mods\BetterF3-11.0.3-Fabric-1.21.1.jar,assets/betterf3/lang/cs_cz.json,False,False,True,"{ ""format.betterf3.default_format"": ""%s: %s"", ""format.betterf3.default_no_colon"": ""%s %s"", ""format.betterf3.total"": ""%s %s/%s: %s/%s"", ""format.betterf3.coords"": ""%s: %s %s %s"", ""format.betterf3.server_tick"": ""%s at %.0f ms ticks"", ""format.betterf3.no_format"": "
cobblemon-extra\mods\BetterF3-11.0.3-Fabric-1.21.1.jar,assets/betterf3/lang/cy_gb.json,False,False,True,"{ ""format.betterf3.default_format"": ""%s: %s"", ""format.betterf3.default_no_colon"": ""%s %s"", ""format.betterf3.total"": ""%s %s/%s: %s/%s"", ""format.betterf3.coords"": ""%s: %s %s %s"", ""format.betterf3.server_tick"": ""%s at %.0f ms ticks"", ""format.betterf3.no_format"": "
cobblemon-extra\mods\BetterF3-11.0.3-Fabric-1.21.1.jar,assets/betterf3/lang/da_dk.json,False,False,True,"{ ""format.betterf3.default_format"": ""%s: %s"", ""format.betterf3.default_no_colon"": ""%s %s"", ""format.betterf3.total"": ""%s %s/%s: %s/%s"", ""format.betterf3.coords"": ""%s: %s %s %s"", ""format.betterf3.server_tick"": ""%s at %.0f ms ticks"", ""format.betterf3.no_format"": "
cobblemon-extra\mods\BetterF3-11.0.3-Fabric-1.21.1.jar,assets/betterf3/lang/de_at.json,False,False,True,"{ ""format.betterf3.default_format"": ""%s: %s"", ""format.betterf3.default_no_colon"": ""%s %s"", ""format.betterf3.total"": ""%s %s/%s: %s/%s"", ""format.betterf3.coords"": ""%s: %s %s %s"", ""format.betterf3.server_tick"": ""%s bei %.0f ms Ticks"", ""format.betterf3.no_format"":"
cobblemon-extra\mods\BetterF3-11.0.3-Fabric-1.21.1.jar,assets/betterf3/lang/de_ch.json,False,False,True,"{ ""format.betterf3.default_format"": ""%s: %s"", ""format.betterf3.default_no_colon"": ""%s: %s"", ""format.betterf3.total"": ""%s %s/%s: %s/%s"", ""format.betterf3.coords"": ""%s: %s %s %s"", ""format.betterf3.server_tick"": ""%s bei %.0f ms Ticks"", ""format.betterf3.no_format"""
cobblemon-extra\mods\BetterF3-11.0.3-Fabric-1.21.1.jar,assets/betterf3/lang/de_de.json,False,False,True,"{ ""format.betterf3.default_format"": ""%s: %s"", ""format.betterf3.default_no_colon"": ""%s: %s"", ""format.betterf3.total"": ""%s %s/%s: %s/%s"", ""format.betterf3.coords"": ""%s: %s %s %s"", ""format.betterf3.server_tick"": ""%s bei %.0f ms Ticks"", ""format.betterf3.no_format"""
cobblemon-extra\mods\BetterF3-11.0.3-Fabric-1.21.1.jar,assets/betterf3/lang/el_gr.json,False,False,True,"{ ""format.betterf3.default_format"": ""%s: %s"", ""format.betterf3.default_no_colon"": ""%s %s"", ""format.betterf3.total"": ""%s %s/%s: %s/%s"", ""format.betterf3.coords"": ""%s: %s %s %s"", ""format.betterf3.server_tick"": ""%s at %.0f ms ticks"", ""format.betterf3.no_format"": "
cobblemon-extra\mods\BetterF3-11.0.3-Fabric-1.21.1.jar,assets/betterf3/lang/en_au.json,False,False,True,"{ ""format.betterf3.default_format"": ""%s: %s"", ""format.betterf3.default_no_colon"": ""%s %s"", ""format.betterf3.total"": ""%s %s/%s: %s/%s"", ""format.betterf3.coords"": ""%s: %s %s %s"", ""format.betterf3.server_tick"": ""%s at %.0f ms ticks"", ""format.betterf3.no_format"": "
cobblemon-extra\mods\BetterF3-11.0.3-Fabric-1.21.1.jar,assets/betterf3/lang/en_ca.json,False,False,True,"{ ""format.betterf3.default_format"": ""%s: %s"", ""format.betterf3.default_no_colon"": ""%s %s"", ""format.betterf3.total"": ""%s %s/%s: %s/%s"", ""format.betterf3.coords"": ""%s: %s %s %s"", ""format.betterf3.server_tick"": ""%s at %.0f ms ticks"", ""format.betterf3.no_format"": "
cobblemon-extra\mods\BetterF3-11.0.3-Fabric-1.21.1.jar,assets/betterf3/lang/en_gb.json,False,False,True,"{ ""format.betterf3.default_format"": ""%s: %s"", ""format.betterf3.default_no_colon"": ""%s %s"", ""format.betterf3.total"": ""%s %s/%s: %s/%s"", ""format.betterf3.coords"": ""%s: %s %s %s"", ""format.betterf3.server_tick"": ""%s at %.0f ms ticks"", ""format.betterf3.no_format"": "
cobblemon-extra\mods\BetterF3-11.0.3-Fabric-1.21.1.jar,assets/betterf3/lang/en_nz.json,False,False,True,"{ ""format.betterf3.default_format"": ""%s: %s"", ""format.betterf3.default_no_colon"": ""%s %s"", ""format.betterf3.total"": ""%s %s/%s: %s/%s"", ""format.betterf3.coords"": ""%s: %s %s %s"", ""format.betterf3.server_tick"": ""%s at %.0f ms ticks"", ""format.betterf3.no_format"": "
cobblemon-extra\mods\BetterF3-11.0.3-Fabric-1.21.1.jar,assets/betterf3/lang/en_pt.json,False,False,True,"{ ""format.betterf3.default_format"": ""%s: %s"", ""format.betterf3.default_no_colon"": ""%s %s"", ""format.betterf3.total"": ""%s %s/%s: %s/%s"", ""format.betterf3.coords"": ""%s: %s %s %s"", ""format.betterf3.server_tick"": ""%s at %.0f ms ticks"", ""format.betterf3.no_format"": "
