focus,container,entry,has_cyrillic,has_ru_ru_path,sample
cobblenav_pokenav,cobblemon-extra\mods\Cobblemon-fabric-1.7.3%2B1.21.1.jar,assets/cobblemon/lang/ru_ru.json,True,True,"{ ""item.cobblemon.poke_ball"": ""Покебол"", ""item.cobblemon.slate_ball"": ""Слейтбол"", ""item.cobblemon.azure_ball"": ""Азурбол"", ""item.cobblemon.verdant_ball"": ""Вердантбол"", ""item.cobblemon.roseate_ball"": ""Розеатбол"", ""item.cobblemon.citrine_ball"": ""Цитринбол"", ""item"
cobblenav_pokenav,cobblemon-extra\mods\Cobblemon-fabric-1.7.3%2B1.21.1.jar,assets/cobblemon/lang/sv_se.json,False,False,"{""item.cobblemon.poke_ball"":""Poké Boll"",""item.cobblemon.slate_ball"":""Slate Ball"",""item.cobblemon.azure_ball"":""Azure Ball"",""item.cobblemon.verdant_ball"":""Verdant Ball"",""item.cobblemon.roseate_ball"":""Roseate Ball"",""item.cobblemon.citrine_ball"":""Citrine Ball"",""it"
cobblenav_pokenav,cobblemon-extra\mods\Cobblemon-fabric-1.7.3%2B1.21.1.jar,assets/cobblemon/lang/th_th.json,False,False,"{""item.cobblemon.poke_ball"":""มอนสเตอร์บอล"",""item.cobblemon.slate_ball"":""สเลทบอล"",""item.cobblemon.azure_ball"":""อาซัวร์บอล"",""item.cobblemon.verdant_ball"":""เวอเดินท์บอล"",""item.cobblemon.roseate_ball"":""โรซีเอทบอล"",""item.cobblemon.citrine_ball"":""ซิทรินบอล"",""item.co"
cobblenav_pokenav,cobblemon-extra\mods\Cobblemon-fabric-1.7.3%2B1.21.1.jar,assets/cobblemon/lang/tr_tr.json,False,False,"{""item.cobblemon.poke_ball"":""Poké Topu"",""item.cobblemon.slate_ball"":""Slate Topu"",""item.cobblemon.azure_ball"":""Azure Top"",""item.cobblemon.verdant_ball"":""Verdant Top"",""item.cobblemon.roseate_ball"":""Gül Topu"",""item.cobblemon.citrine_ball"":""Sitrin Top"",""item.cobbl"
cobblenav_pokenav,cobblemon-extra\mods\Cobblemon-fabric-1.7.3%2B1.21.1.jar,assets/cobblemon/lang/uk_ua.json,True,False,"{""item.cobblemon.poke_ball"":""Покебол"",""item.cobblemon.slate_ball"":""Слейтбол"",""item.cobblemon.azure_ball"":""Азурбол"",""item.cobblemon.verdant_ball"":""Вердантбол"",""item.cobblemon.roseate_ball"":""Розетбол"",""item.cobblemon.citrine_ball"":""Цитринбол"",""item.cobblemon.gre"
cobblenav_pokenav,cobblemon-extra\mods\Cobblemon-fabric-1.7.3%2B1.21.1.jar,assets/cobblemon/lang/vi_vn.json,False,False,"{""cobblemon.species.mareep.name"":""Mareep"",""block.cobblemon.smooth_tumblestone_stairs"":""Cầu thang Đá lăn Mịn"",""cobblemon.ability.stickyhold.desc"":""Các vật phẩm được giữ bởi Pokémon bị dính chặt và không thể bị loại bỏ bởi các Pokémon khác."",""key.cobblemon.summa"
cobblenav_pokenav,cobblemon-extra\mods\Cobblemon-fabric-1.7.3%2B1.21.1.jar,assets/cobblemon/lang/zh_cn.json,False,False,"{""item.cobblemon.poke_ball"":""精灵球"",""item.cobblemon.slate_ball"":""精灵球（黑）"",""item.cobblemon.azure_ball"":""精灵球（蓝）"",""item.cobblemon.verdant_ball"":""精灵球（绿）"",""item.cobblemon.roseate_ball"":""精灵球（粉）"",""item.cobblemon.citrine_ball"":""精灵球（黄）"",""item.cobblemon.great_ball"":""超级球"","""
cobblenav_pokenav,cobblemon-extra\mods\Cobblemon-fabric-1.7.3%2B1.21.1.jar,assets/cobblemon/lang/zh_hk.json,False,False,"{""itemGroup.cobblemon.pokeball"":""所有精靈球"",""item.cobblemon.poke_ball"":""精靈球"",""item.cobblemon.slate_ball"":""深黑球"",""item.cobblemon.azure_ball"":""天藍球"",""item.cobblemon.verdant_ball"":""蔥鬱球"",""item.cobblemon.roseate_ball"":""瑰色球"",""item.cobblemon.citrine_ball"":""茶晶球"",""item.cobbl"
cobblenav_pokenav,cobblemon-extra\mods\Cobblemon-fabric-1.7.3%2B1.21.1.jar,assets/cobblemon/lang/zh_tw.json,False,False,"{""item.cobblemon.poke_ball"":""精靈球"",""item.cobblemon.slate_ball"":""精靈球（黑）"",""item.cobblemon.azure_ball"":""精靈球（藍）"",""item.cobblemon.verdant_ball"":""精靈球（綠）"",""item.cobblemon.roseate_ball"":""精靈球（粉）"",""item.cobblemon.citrine_ball"":""精靈球（黃）"",""item.cobblemon.great_ball"":""超級球"","""
cobblenav_pokenav,cobblemon-extra\mods\cobblenav-fabric-2.2.5.jar,assets/cobblenav/lang/en_us.json,False,False,"{ ""key.cobblenav.open_pokenav"": ""Open Pokenav"", ""key.cobblenav.open_location"": ""Open Location Screen"", ""category.cobblenav"": ""Cobblenav"", ""itemGroup.cobblenav.pokenav_group"": ""Cobblenav"", ""tag.item.cobblenav.pokenav"": ""PokéNav"", ""tag.item.cobblenav.dyed_pokena"
cobblenav_pokenav,cobblemon-extra\mods\cobblenav-fabric-2.2.5.jar,assets/cobblenav/lang/es_es.json,False,False,"{ ""key.cobblenav.open_pokenav"": ""Abrir Pokenav"", ""key.cobblenav.open_location"": ""Abrir Pantalla de Localización"", ""category.cobblenav"": ""Cobblenav"", ""gamerule.titleCommandsPermissionLevel"": ""Nivel de permiso del comando de título"", ""itemGroup.cobblenav.pokenav"
cobblenav_pokenav,cobblemon-extra\mods\cobblenav-fabric-2.2.5.jar,assets/cobblenav/lang/es_mx.json,False,False,"{ ""key.cobblenav.open_pokenav"": ""Abrir Pokenav"", ""key.cobblenav.open_location"": ""Abrir Pantalla de Localización"", ""category.cobblenav"": ""Cobblenav"", ""gamerule.titleCommandsPermissionLevel"": ""Nivel de permiso del comando de título"", ""itemGroup.cobblenav.pokenav"
cobblenav_pokenav,cobblemon-extra\mods\cobblenav-fabric-2.2.5.jar,assets/cobblenav/lang/ko_kr.json,False,False,"{ ""gamerule.titleCommandsPermissionLevel"": ""타이틀 명령어 사용 권한 레벨"", ""itemGroup.cobblenav.pokenav_group"": ""코블내브"", ""item.cobblenav.pokenav_item"": ""포켓내비"", ""gui.cobblenav.pokenav_item.title"": ""포켓몬 네비게이터"", ""gui.cobblenav.pokenav_item.close_button"": ""끄기"", ""gui.cobblenav."
cobblenav_pokenav,cobblemon-extra\mods\cobblenav-fabric-2.2.5.jar,assets/cobblenav/lang/ru_ru.json,True,True,"{ ""key.cobblenav.open_pokenav"": ""Открыть PokéNav"", ""key.cobblenav.open_location"": ""Открыть экран локации"", ""category.cobblenav"": ""Cobblenav"", ""itemGroup.cobblenav.pokenav_group"": ""Cobblenav"", ""tag.item.cobblenav.pokenav"": ""PokéNav"", ""tag.item.cobblenav.dyed_po"
cobblenav_pokenav,cobblemon-extra\mods\cobblenav-fabric-2.2.5.jar,assets/cobblenav/lang/zh_cn.json,False,False,"{ ""key.cobblenav.open_pokenav"": ""打开Pokenav"", ""key.cobblenav.open_location"": ""打开位置屏幕"", ""category.cobblenav"": ""Cobblenav"", ""itemGroup.cobblenav.pokenav_group"": ""Cobblenav"", ""tag.item.cobblenav.pokenav"": ""宝可导航器"", ""tag.item.cobblenav.dyed_pokenav"": ""染色宝可导航器"", ""ite"
cobblenav_pokenav,cobblemon-extra\mods\cobblenav-fabric-2.2.5.jar,assets/cobblenav/models/item/custom/legacy_pokenav_item.json,False,False,"{ ""parent"": ""item/generated"", ""textures"": { ""layer0"": ""cobblenav:item/custom/legacy_pokenav_item"" } }"
cobblenav_pokenav,cobblemon-extra\mods\cobblenav-fabric-2.2.5.jar,assets/cobblenav/models/item/pokefinder_item_black.json,False,False,"{ ""parent"": ""cobblenav:item/cobblenav_template"", ""textures"": { ""layer0"": ""cobblenav:item/pokefinder_item_black"" } }"
cobblenav_pokenav,cobblemon-extra\mods\cobblenav-fabric-2.2.5.jar,assets/cobblenav/models/item/pokefinder_item_blue.json,False,False,"{ ""parent"": ""cobblenav:item/cobblenav_template"", ""textures"": { ""layer0"": ""cobblenav:item/pokefinder_item_blue"" } }"
cobblenav_pokenav,cobblemon-extra\mods\cobblenav-fabric-2.2.5.jar,assets/cobblenav/models/item/pokefinder_item_green.json,False,False,"{ ""parent"": ""cobblenav:item/cobblenav_template"", ""textures"": { ""layer0"": ""cobblenav:item/pokefinder_item_green"" } }"
cobblenav_pokenav,cobblemon-extra\mods\cobblenav-fabric-2.2.5.jar,assets/cobblenav/models/item/pokefinder_item_pink.json,False,False,"{ ""parent"": ""cobblenav:item/cobblenav_template"", ""textures"": { ""layer0"": ""cobblenav:item/pokefinder_item_pink"" } }"
